MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
9.3,28,0.4,43,13,22,44,18,1013.9,1007.6,18.3,27.6,No,No
17.7,27.1,0,80,15,30,24,30,1001.8,996.7,23.3,25.8,No,Yes
9.7,16.3,5.8,57,17,17,79,47,1012.7,1014.2,12,15.2,Yes,No
9.9,17.4,0.4,67,28,35,69,65,1011.9,1013,15.4,15.7,No,Yes
11,17.1,7.8,35,17,19,48,51,1025.4,1025,15.1,16,Yes,No
6.1,24.6,0,41,20,20,45,18,1022,1016.6,16.9,24.6,No,No
15.5,25.5,0,50,19,13,21,35,1012.8,1010,20.6,23.4,No,No
13.7,19.4,0,35,13,19,64,57,1013.4,1012.9,14.9,18.5,No,No
8.4,21.2,0,33,9,19,67,45,1016,1015.9,14.4,20.6,No,No
8.3,27.5,0,31,6,19,61,27,1019.3,1015.5,15.3,26.4,No,No
15.3,31.7,0,50,20,15,18,13,1010.1,1005.8,26,30.4,No,No
15.6,17,0,52,20,17,71,68,1011.3,1013.9,15.6,15.2,No,Yes
10.8,20.4,2,31,6,15,64,41,1020.7,1018.1,14.8,19.6,Yes,NA
8.8,27,NA,43,11,22,44,16,1011.7,1006.7,17.8,26.6,NA,Yes
10.2,16.7,4,63,6,31,85,41,1011.1,1015.9,11.5,16.3,Yes,Yes
9.3,17.4,2,37,7,19,74,39,1026.1,1025.4,11.8,16.4,Yes,No
5.4,23.6,0.2,39,7,24,57,23,1024.5,1018.9,12.8,22.5,No,No
12.5,30.8,0,70,22,41,19,11,1008.9,1002.6,20.5,28.4,No,Yes
9.3,17.3,7.2,61,28,22,48,41,1016.9,1019.9,13,16.4,Yes,No
7,26.2,0,39,17,24,38,17,1023.6,1020.7,15.2,25.3,No,NA
13.2,31.1,NA,46,20,20,10,5,1018.8,1013.3,22.8,30.6,NA,NA
18.9,33,NA,33,11,11,17,12,1011.8,1008.3,24.7,31.6,NA,No
20,25.3,0,59,2,19,51,52,1013.3,1009.8,22.3,24.1,No,No
18.4,21.8,0.4,76,17,43,71,76,1007.5,1003.4,19.3,16.8,No,Yes
10.5,18,2.2,48,19,20,79,51,1019,1019.3,12.3,16,Yes,No
8.6,16.8,0.4,46,15,22,48,41,1026.4,1026.7,12.3,16.4,No,No
7.2,18.3,0,28,2,9,59,40,1029,1026.8,12.1,17.7,No,NA
7,22.8,NA,26,7,19,58,19,1027.7,1024.5,14.1,22.5,NA,No
14.1,25.2,0,46,13,20,34,34,1020.9,1016.1,19.5,23.2,No,No
12.8,20.6,0,46,24,26,72,53,1015.3,1015.3,16.3,20,No,No
11.7,19.3,0,35,15,17,58,43,1023.6,1022.7,13.8,18.3,No,No
12.7,20.4,0,44,15,22,53,43,1025.6,1023.4,14.8,20.1,No,No
8,23,0,30,9,17,52,42,1025.6,1022.6,15.1,21.2,No,No
10.1,31.1,0,35,11,19,34,13,1020.9,1018.6,20.9,30.4,No,No
13.6,32.5,0,35,9,15,35,16,1017,1016.1,22.9,30.6,No,No
13,21.1,0,39,15,20,53,32,1025.8,1026.2,15.4,19.7,No,No
10,24.3,0,37,11,13,43,20,1030.3,1026.6,14.3,23.2,No,No
13.9,30,0,31,17,13,35,13,1024.6,1019.3,18.9,28.6,No,No
18.9,34.8,0,41,15,19,13,8,1013.8,1010,26.8,34,No,No
19.9,24,0,39,9,19,56,59,1011.5,1011.7,21,20,No,Yes
13.4,17.7,2.6,39,20,13,75,57,1013.6,1015.6,14.3,16.6,Yes,No
9.4,17.7,0,43,15,20,42,50,1021.9,1021.2,13.7,15.9,No,No
9.3,19.5,0,44,13,20,50,34,1025.7,1023,13.5,18,No,No
10.4,20.9,0,41,11,19,53,42,1023.9,1020.2,14.2,20.1,No,No
10.6,21.8,0,43,20,19,55,52,1020.8,1018.6,16.3,20.8,No,No
13.3,21.8,0,41,11,24,56,49,1020.9,1019.1,17.1,21.4,No,No
8.4,21.9,0,35,9,19,53,56,1021.1,1019.4,15.3,20.7,No,No
12,23.5,0,39,9,9,55,34,1020.7,1018.1,15,22.7,No,No
12.2,22.5,0,43,11,22,50,37,1020.1,1017.6,16.7,22,No,No
10.7,26.1,0,35,7,7,55,29,1019.1,1015.9,16.1,25,No,No
10.9,32.1,0,39,7,24,52,10,1013.8,1009.7,21.4,31.9,No,No
15.2,33.4,0,65,11,7,34,15,1007.9,1005.3,23.9,31.1,No,No
14.4,20,0,46,19,19,63,47,1011.4,1012.3,14.9,19.2,No,No
11.7,19.3,0,35,17,20,46,37,1015.8,1013.9,14.6,17.5,No,No
9.8,19.6,0.2,39,15,19,67,48,1015.2,1013.5,13.3,17.7,No,NA
10.1,20.3,NA,44,17,26,65,49,1014.6,1013.6,15.6,19.3,NA,No
12.9,23.6,0,35,15,11,53,33,1016.2,1012.3,15.1,22.5,No,No
11.9,29.7,0,28,6,17,38,21,1012.1,1009.3,20.8,28,No,No
19.8,35.9,0,30,11,9,18,13,1011.9,1009.2,25.9,33.6,No,No
25.9,37,0,50,13,17,11,17,1010.6,1008.1,30.9,35.4,No,No
17.3,19.4,0,39,20,9,63,69,1011.1,1012.2,18.6,18.2,No,Yes
12.2,22.9,2.4,39,13,11,65,37,1018.7,1017,14.8,21.2,Yes,No
11.2,29.8,0,37,13,15,44,11,1019.7,1016.2,16.6,27.9,No,NA
16.5,27.2,NA,50,9,0,15,57,1016.3,1015.2,24.9,23.7,NA,No
16.3,31.2,1,28,4,15,41,32,1013.9,1012.2,23.2,28.9,No,No
16.3,28.8,0,48,4,17,40,35,1010.8,1007.5,23.8,27.1,No,Yes
15.4,20.8,3.4,54,22,22,59,37,1007.6,1007.5,16.2,18.8,Yes,Yes
8.5,18.5,4,56,26,24,42,41,1013.6,1015.4,14.9,17.3,Yes,Yes
11.1,22.4,2.6,30,13,15,62,48,1020.9,1020.5,17.3,21.3,Yes,NA
13.6,32.1,NA,35,15,11,46,23,1018.4,1015.1,21.2,30.9,NA,NA
20.4,31,NA,39,15,13,23,31,1009.3,1007.4,28.9,28.8,NA,Yes
16.3,20.4,2,57,13,28,90,46,1009,1009.1,16.4,18.6,Yes,Yes
14.3,20.7,1.4,46,22,19,59,44,1013.7,1013.8,16.7,20.4,Yes,Yes
12.9,22.2,1.6,37,19,20,67,51,1015.6,1015.1,16.5,22.1,Yes,No
13.8,22.6,0,33,19,15,72,53,1016.6,1015.5,16.3,21.1,No,No
12.4,23.4,0,41,2,19,73,47,1017.7,1017.8,16.9,22.8,No,No
13.8,26,0,39,15,20,52,41,1022.1,1019.5,17.4,23,No,No
10.9,27.1,0,37,6,19,49,31,1021.9,1019,17.7,25.6,No,No
11,30.4,0,31,4,17,40,25,1020.6,1018.4,20.1,28.4,No,No
14.2,35,0,41,7,17,34,22,1019.6,1016.6,23.9,31.7,No,No
23.8,41,0,43,13,7,10,8,1016.1,1013.6,32.7,39.2,No,No
21.7,43.4,0,35,0,13,27,10,1012.3,1010.2,31.8,42.1,No,No
24.5,39.9,0,74,9,30,21,31,1009.7,1009.1,35.9,30.9,No,NA
23.5,27.4,NA,72,13,15,37,42,1012.1,1008.8,24.8,26.7,NA,No
18.4,24.4,0.2,37,17,17,72,48,1012,1011.7,19.7,23.6,No,No
14.6,23.7,0,41,15,20,59,45,1016.8,1017.4,17.6,21.2,No,No
11,27.1,0,28,11,15,49,32,1019.9,1016.6,17.6,26,No,No
15.1,33.2,0,39,13,17,24,16,1013.3,1010.5,24.7,31.6,No,No
17.2,29,0,30,7,17,54,22,1013.8,1012.5,22,27.7,No,No
13.9,33.7,0,24,4,11,35,22,1013.7,1008.6,20.4,31,No,No
20.3,28.1,0,54,15,30,37,49,1004.2,1010.2,27.8,24,No,No
13.5,27.7,0,35,7,13,38,18,1018.9,1015.9,18.2,25.9,No,No
13.9,29.6,0,30,2,20,31,21,1016.2,1014.2,21.9,28.2,No,No
12.8,36.8,0,31,2,6,19,6,1014.5,1010.9,22.1,35.2,No,NA
22,33,NA,43,4,24,29,50,1006.1,1007,29.8,29.7,NA,Yes
16.9,22.7,4.2,33,4,17,92,67,1008.4,1005.1,17.8,21.2,Yes,No
15.2,22.6,0.8,48,11,20,78,53,1009.5,1010.5,16.6,20.2,No,No
14.8,22.8,0.6,44,19,24,57,36,1013.7,1012.7,17.3,21.3,No,NA
16,21.7,NA,57,22,26,50,76,1010.9,1011.9,19.1,18.4,NA,Yes
12.5,22.5,2.8,43,20,15,45,32,1022.5,1022.6,16.4,21.1,Yes,No
12.1,23.4,0,46,15,19,51,34,1026.3,1022,15.2,22.4,No,No
12.7,27.7,0,41,7,17,53,31,1020.8,1016.6,17.8,26.5,No,No
14.9,31.4,0,37,7,15,51,19,1015.8,1013.6,21.7,30.6,No,No
18.2,35.2,0,39,0,15,43,29,1015,1013.9,28.4,33.9,No,No
17.1,33,0,41,4,15,39,18,1020,1017.9,23.9,31.1,No,No
16.6,35.5,0,33,11,15,46,22,1020.3,1015.9,22.2,33.6,No,No
22.1,42.1,0,33,6,15,42,9,1013.7,1009.6,28.7,41.1,No,No
25.3,45.1,0,48,13,20,11,11,1009.5,1008,38.6,43.2,No,No
27.1,43.7,0,41,17,11,21,12,1012.7,1011,34.9,42.3,No,No
29.9,44.2,0,50,11,17,16,10,1012.3,1008.3,37.4,44,No,No
28.3,42.7,0,78,17,20,12,15,1007,1005.1,36.1,41.1,No,Yes
21.4,30.8,1.6,54,17,15,68,41,1013.3,1012.2,23.5,29.8,Yes,No
16.7,28.8,0,33,11,17,49,28,1014.2,1011.7,19.9,27.7,No,No
15.5,30.2,0,33,7,17,47,25,1013.1,1010.7,20.2,29.2,No,No
14.4,26.8,0,44,17,19,52,28,1016.2,1014.7,18.7,26.2,No,No
15.4,28.9,0,30,13,4,54,31,1019.4,1018.5,18.6,27.2,No,No
18.6,35.3,0,31,11,17,26,15,1016,1012,25.6,33.3,No,No
20.1,27.3,0.2,44,9,15,76,46,1013.2,1013.1,20.5,25.9,No,No
15,27.1,0,35,11,11,49,27,1021.6,1019.4,18.7,26.1,No,No
18.2,34,0,41,20,15,28,11,1019.4,1015.9,23.7,32.6,No,No
17.6,39.1,0,30,7,15,22,7,1015.1,1012.4,28.8,37.2,No,No
20.3,43,0,54,19,22,15,15,1009.5,1008.6,33.7,38.1,No,No
18.8,31.3,0,35,13,15,53,29,1016.2,1013.7,21.8,30,No,No
21.7,36.7,0,35,2,13,33,23,1013.5,1011.6,27.1,35.7,No,No
20.9,37.6,0,30,4,15,49,28,1012.4,1010.4,25.7,36.2,No,No
22.7,43.4,0,43,9,17,35,12,1009.6,1006.6,28.8,41.6,No,No
28.7,44.7,0,46,11,19,16,8,1006.9,1004.8,36.5,43.9,No,No
23.6,28.3,0,59,22,31,57,54,1010,1014.2,23.8,23.5,No,No
14.9,28.3,0,70,11,17,39,18,1019.3,1016.9,17.8,27.4,No,No
17.8,34.3,0,48,11,15,37,17,1015.2,1012.5,24.3,33.6,No,No
16.1,33.5,0,28,2,19,34,27,1012.6,1010.9,24.2,31.6,No,No
17.9,36.7,0,26,7,13,27,15,1011.5,1009.9,24.6,36.2,No,No
22.8,42.7,0,61,20,26,13,10,1007.7,1005.7,35.4,40.9,No,No
20.3,28.4,0,48,26,26,63,38,1015.5,1016.3,20.4,25.7,No,No
14.6,33.8,0,31,11,11,41,21,1018.4,1014.5,19.7,31.5,No,No
19.5,42.5,0,41,4,9,21,9,1012.3,1009.8,29,41.3,No,No
29,41.7,0,52,13,11,6,10,1009.8,1008,35.5,41.1,No,No
24.7,26.6,0.8,37,13,7,54,95,1009.1,1009.7,25.3,21.6,No,Yes
20.6,24.5,75.2,26,11,7,93,86,1003.2,998.8,22,23.2,Yes,Yes
21.3,26.9,17,39,11,19,81,63,998.9,1000.8,23.4,25.1,Yes,No
17,25.1,0,46,13,22,65,42,1013.2,1012.3,18.8,23.7,No,No
12.7,26.8,0,26,6,11,66,31,1014.3,1011.6,17.2,26.1,No,No
17,24.9,0,33,15,15,62,43,1011.4,1009.3,19.7,23.2,No,Yes
14.7,21.2,3.4,57,17,31,70,48,1007.7,1008.3,17,20.2,Yes,Yes
10.7,21.1,1.6,46,11,22,56,40,1017.4,1018.7,16.6,19.2,Yes,No
13.2,21.5,0.2,35,15,20,48,35,1025.1,1024.6,16.5,19.7,No,No
13.5,23,0,39,9,19,63,41,1026.6,1023.9,15.7,22.4,No,No
13.6,26.7,0,33,0,17,63,44,1022.3,1019.2,18.1,25.6,No,No
13.1,30.1,0,28,2,17,54,26,1018.4,1015.3,19.6,29.7,No,No
15.2,24,0,37,9,20,70,54,1012.8,1012,19.8,21.9,No,No
15.4,23.8,0,41,7,15,71,42,1015.5,1016,18.4,21.7,No,No
13.5,24.2,0,50,9,11,50,35,1023.1,1020.7,17,23,No,No
14.6,25.5,0,48,9,13,48,29,1022.5,1020.8,18.2,25.1,No,No
12.6,26.7,0,41,6,9,63,32,1022,1019.7,17.7,25.7,No,No
15.4,30.4,0,30,4,15,64,34,1021.3,1019.5,19.8,29.9,No,No
16.1,32.1,0,26,4,17,52,23,1021.9,1019.2,22.5,31.4,No,No
19.7,35.4,0,33,0,15,41,17,1018.7,1016.2,24.9,35,No,No
16.7,24.8,0,37,15,24,61,48,1019.3,1018.9,20.8,23.7,No,No
13.5,23.9,0,48,9,11,48,35,1021.3,1019.3,16.5,22.8,No,No
13.3,24.3,0,39,7,13,49,34,1024.3,1021.8,16.5,23.2,No,NA
15.5,31.4,NA,41,4,11,56,28,1020.3,1016.1,20.9,30.5,NA,NA
19.4,36.4,NA,35,7,24,34,15,1015,1012.9,27.2,35.3,NA,NA
20.3,35.2,NA,28,6,13,47,22,1017.3,1016,25.6,34.2,NA,No
22.3,32.2,0.4,65,9,9,53,78,1017,1017.2,25.6,22.8,No,Yes
15.1,24.1,2.2,39,13,19,59,42,1022.9,1021.3,18.6,23.4,Yes,No
12.2,25.6,0,26,0,13,59,41,1020.8,1017.1,17.8,23.8,No,No
12.1,28.1,0,24,6,15,66,30,1014.1,1010.9,16.2,26.4,No,No
16.2,23.6,0.4,61,20,30,78,59,1006.1,1006.7,20.2,19.5,No,Yes
13.5,21.8,5.4,46,19,19,73,48,1011.2,1011.4,15.5,21.2,Yes,Yes
15.5,24,7.4,46,11,20,85,75,1015.6,1016.3,18.6,21.9,Yes,Yes
17.1,24.9,1.4,31,6,15,85,50,1021.8,1021.8,18.2,24.5,Yes,No
13.3,25.4,0,26,7,13,67,45,1026.9,1024.3,17.7,24.5,No,No
14.2,32.6,0,30,7,19,52,24,1021.4,1017.8,19.8,31.9,No,No
17.9,21.6,0,48,24,24,71,44,1020,1021.7,18,20.4,No,NA
11.2,22.6,NA,31,2,7,53,34,1023.8,1020.3,13.6,21.1,NA,NA
13.3,20.4,NA,37,9,17,61,51,1022.5,1022.3,14.8,18,NA,Yes
10.5,22.2,1.2,37,6,15,91,39,1023.3,1021,13.4,21.6,Yes,No
13.2,20.2,0,31,9,15,64,51,1023.9,1021.3,15.3,19,No,No
13.5,28.3,0.6,31,7,13,71,54,1021.1,1017.7,18.1,25.3,No,No
15.8,29.2,0,28,6,13,65,39,1017.3,1013.9,19.9,27.7,No,No
15.9,27.5,0,24,0,13,77,55,1017.2,1015.6,18.6,25.1,No,No
17,27.6,0,30,0,15,76,46,1017.2,1015.5,19,27.2,No,No
12.8,32.7,0,24,0,15,75,22,1018.6,1016.3,16.2,32,No,No
16.2,32.5,0,24,7,7,43,31,1017.3,1015.1,25.7,30.3,No,No
19.9,36.8,0,43,13,22,27,17,1013.2,1008.6,27.5,36.1,No,No
18,23.4,0.8,37,17,19,69,52,1016.6,1015.7,18.1,22,No,No
15.4,21.4,0,37,11,22,55,51,1022.3,1020.9,16.7,20.1,No,No
12.3,21.3,0,33,11,15,64,34,1023.3,1021.1,15,20.8,No,No
10.3,22.1,0,35,9,7,66,37,1024.6,1022.1,13.3,20.5,No,No
10.1,25,0,28,6,15,59,32,1023.7,1019.2,16.8,24.2,No,No
16.8,26.2,0,35,19,9,31,36,1017.5,1014.7,22.6,24.8,No,No
19.5,23.9,1,24,9,7,78,85,1016.4,1014.8,21.2,22.3,No,Yes
18.5,22.1,15,22,2,13,91,72,1016,1012.8,19.3,21.7,Yes,Yes
18.5,23.4,3.4,39,9,17,84,65,1011.3,1010.5,21.2,22,Yes,No
15.4,19,0.2,41,15,17,72,65,1018.8,1017.6,16.7,18,No,No
14.4,21.1,0,28,15,11,58,45,1022,1018.6,15.5,20.8,No,No
9.4,21.5,0,33,7,17,71,48,1021.8,1020.3,16.1,20.7,No,No
12.6,21.9,0,44,13,15,49,35,1023.2,1021.3,18.4,21.7,No,No
12.2,22.5,0,28,11,11,50,40,1024.1,1021.1,18.3,21.7,No,No
10,23.8,0,26,7,15,60,31,1020.9,1019.1,17.2,23.3,No,No
10.9,24.2,0,22,9,13,75,42,1021.8,1019.6,17.6,23.6,No,Yes
15.1,20.5,1.8,39,11,17,87,34,1021.8,1021.4,16.7,20.4,Yes,No
9,19.6,0,26,7,17,66,43,1023.5,1019.1,13.8,19,No,No
9.2,22.5,0,20,6,11,50,41,1019.7,1017.5,16.6,21.3,No,No
15,28.5,0,48,17,26,35,27,1014.4,1011.1,22.4,27.4,No,No
16.7,21.4,0,35,13,22,66,50,1017.2,1017,18.6,19.8,No,No
8.1,20.9,0,22,0,9,63,34,1018.8,1014.9,14.6,20.1,No,Yes
12.9,21.7,1.2,28,17,15,71,41,1018.7,1017.5,17.2,21,Yes,No
9,23.3,0,39,13,11,43,43,1017.4,1011.9,17.9,22.2,No,Yes
11.8,21.3,1.2,35,13,17,75,60,1016.1,1017.1,18.2,19.3,Yes,No
10.7,22.2,0,35,15,15,41,38,1023.7,1019.4,14.9,21.3,No,No
14.9,29.2,0,43,17,17,46,33,1014.8,1010.2,22,29.1,No,Yes
13.9,19.3,24.4,54,9,24,94,54,1014,1012.3,14.1,18.7,Yes,Yes
11,18.3,1.6,24,6,11,61,48,1021.6,1020.5,14,17.1,Yes,No
10.2,17.8,0,33,11,17,65,53,1018.7,1014.2,13.9,16.1,No,Yes
9.6,12.1,12.4,41,0,9,91,87,1007.8,1006.5,10.5,10,Yes,Yes
7.2,15.8,8,52,15,20,58,45,1010.6,1010.7,12.1,14.8,Yes,No
5.9,16.8,0,26,7,11,62,52,1017.9,1016.7,11.6,16,No,No
11.5,17.9,0.4,20,9,4,91,80,1021.8,1020.7,12.8,17.2,No,Yes
9.8,17.3,3.4,28,0,11,75,54,1026.6,1025.1,13.7,16.4,Yes,No
9.9,18,0,31,9,13,57,44,1027.5,1024.7,13.5,17.8,No,No
7.1,17.8,0,41,15,17,50,42,1023.9,1019.5,13.3,17,No,Yes
12,14,2.2,41,13,9,88,97,1017.2,1014,12,12.8,Yes,Yes
11.2,19.4,21.4,24,7,13,97,70,1019.8,1019.5,14,19,Yes,No
12.2,21.1,0,20,6,7,86,57,1026.7,1025.8,15.2,20.5,No,No
9.2,21.3,0,35,9,15,73,39,1029.1,1025.7,16.1,20.9,No,No
12.2,22.6,0,24,13,9,46,41,1026,1023.2,17.6,21.9,No,No
13.1,24.2,0,26,11,13,42,27,1022.8,1018.8,18.5,23.9,No,No
14.1,25.3,0,44,9,19,49,33,1021,1018.7,18.9,24.4,No,No
14.8,27.4,0,37,13,13,34,26,1022.5,1021,22.4,26.5,No,NA
18.6,24.2,NA,22,9,11,41,39,1023.4,1021.1,20.8,24.2,NA,NA
15.3,24.8,NA,30,13,9,47,42,1021.7,1019.5,21.2,22.8,NA,No
12.7,22.1,0.4,26,9,7,75,53,1021.3,1019.8,16.9,21.7,No,No
11.1,24,0,19,6,7,69,34,1022.7,1020.6,18.1,23.9,No,No
11.8,26.3,0,28,4,13,64,37,1021.5,1018.4,20.2,26.1,No,No
16,25.7,0,37,9,22,47,34,1017.7,1014.3,20.4,25,No,No
16.4,21.8,0.4,24,7,9,90,61,1017.2,1014.6,16.8,20.7,No,NA
11.8,24.8,NA,37,0,17,71,50,1015.8,1012.6,17.7,24.3,NA,NA
14.6,23.9,NA,24,9,11,94,41,1017.2,1015.2,15.9,23.6,NA,Yes
15.9,20.2,1.2,37,6,2,91,74,1015.2,1008.8,16.8,20,Yes,Yes
13.7,17.8,9.2,56,20,30,83,74,1005.8,1004.5,14.6,16.6,Yes,Yes
13.3,18.1,5,39,9,13,86,65,1015.9,1016.6,15,17.7,Yes,No
11.3,20.9,0.2,28,7,11,72,43,1022.8,1020.5,14.9,19.6,No,No
13,20.7,0,39,15,19,49,39,1022.4,1019.3,16.9,19.8,No,No
13.8,14.7,0.2,30,9,7,81,93,1019,1016.6,14,12.9,No,Yes
10.4,15.5,4.8,24,0,13,78,76,1020.1,1018.5,13.1,15,Yes,No
11.1,18.2,1,24,0,15,88,77,1020.3,1019.1,14.5,17.1,No,No
13.9,18,0.4,28,7,15,92,59,1022.1,1021.1,15,16.7,No,No
12.6,17.9,0.2,30,7,7,72,88,1026.3,1025.5,14.5,15.1,No,No
8.4,18.3,1,19,2,9,87,46,1031,1029.4,12.5,17.8,No,No
6.1,17.7,0,26,0,11,81,59,1034.2,1031.9,10.8,16.7,No,No
9.5,19.3,0,28,0,13,91,51,1035,1032.2,12.5,19,No,No
9.8,17,0,26,4,13,67,53,1034.9,1032.9,14.1,16.6,No,No
6.7,14.5,0,24,7,9,72,52,1033.3,1029.2,9.2,13.9,No,No
5.7,19,0,33,17,17,48,41,1027.2,1022.8,13.6,18.5,No,No
9.7,17.2,0,30,13,7,54,53,1020.6,1017,15.1,16.3,No,No
11.4,17.1,0,39,7,15,67,50,1012.5,1009,14,16.8,No,Yes
9.5,13.6,4.2,44,17,13,92,74,1008.5,1006.9,9.8,11.9,Yes,Yes
7.9,15.3,7,41,17,15,73,67,1020.3,1021.4,13.6,14.2,Yes,No
7.6,15.8,0,30,7,15,97,64,1025.5,1023.9,9.8,15.3,No,No
9.7,16.5,0.4,39,15,11,85,93,1025.6,1025.6,14.3,14.3,No,Yes
6.8,15.4,2.4,17,0,7,91,62,1032.4,1031.2,11.2,15.2,Yes,No
5,16.9,0,30,7,13,78,55,1030.7,1026.9,11,16.3,No,No
11,15.5,0,39,13,13,60,59,1021.2,1015.6,13.5,15,No,No
10.5,17.9,0,43,15,19,86,88,1014.6,1013.7,11.9,14.8,No,Yes
11.3,16.1,8.8,33,2,13,96,75,1020.1,1020.1,13,15.5,Yes,No
8.9,16.8,0.4,52,15,20,69,52,1019,1011.6,13.2,16.7,No,Yes
8.6,12.8,12.6,72,19,22,73,67,1007,1009.3,10.9,11.7,Yes,Yes
8.1,15.9,26,54,26,26,94,68,1013.4,1014.8,12.7,15.2,Yes,Yes
12,16.1,6,54,17,24,92,79,1021.2,1019.7,12.9,14,Yes,Yes
12.7,15.7,2,39,11,20,92,70,1022.2,1019.9,13,14.6,Yes,No
11.5,17.1,0,72,24,26,56,49,1008.1,1001.2,13.2,15.9,No,Yes
8.1,13.1,24.4,59,22,26,64,58,1003.6,1005.7,10.6,11.7,Yes,Yes
9.4,14.4,1.8,43,11,22,83,56,1013.6,1015.5,10.5,13,Yes,No
6.5,15.3,0.8,26,6,15,90,67,1025.7,1025.7,9.7,15,No,Yes
9,16,6,22,6,9,94,65,1031.5,1030.6,10.3,14.9,Yes,No
10,16.5,0.8,24,2,11,74,55,1031.1,1027.3,12.3,15.4,No,No
8.1,15.9,0,43,19,24,54,52,1023.5,1018,12,15.5,No,No
10.2,15.7,0,46,11,24,90,62,1017.6,1017.1,11.3,14.1,No,Yes
11,13.8,3.2,41,17,17,62,71,1022.6,1021.2,12.8,13.4,Yes,Yes
9.6,15.5,18.6,31,2,13,95,55,1019.7,1018.7,11.2,14.9,Yes,No
6.3,15.2,0,46,19,19,67,52,1015.2,1010.5,11.6,15,No,No
11.6,18.5,0,69,19,26,39,30,1003.4,995.2,13.6,18.2,No,Yes
8,10.9,13.2,74,20,13,93,88,999.5,1004.9,8.6,9.3,Yes,Yes
6.8,14.4,14.4,50,4,19,91,75,1017,1018.3,10.1,12.2,Yes,No
7.6,15.9,0,43,13,28,92,69,1019.9,1018,9.2,15.4,No,Yes
5.8,13.5,1.6,31,0,4,81,71,1027.5,1028.3,9.3,10.9,Yes,No
3.8,13.5,0.2,24,6,11,70,46,1034.5,1031.5,7.6,12.6,No,No
6.1,11.9,0,33,11,11,59,47,1029.5,1023.3,8.9,11.6,No,Yes
7.2,13.3,1.6,37,13,15,82,65,1013.7,1009.1,8.5,12.6,Yes,Yes
8.4,16.6,2.8,57,13,22,92,63,1013.6,1011.6,10.5,15.5,Yes,Yes
9.3,12.8,4.6,50,19,24,86,55,1016.5,1018.2,9.6,12.4,Yes,Yes
2.3,13.5,8,24,6,13,88,58,1030,1029.6,6.2,12.3,Yes,No
6.2,13.2,0,22,7,15,70,68,1032.9,1030.3,10,11.6,No,No
4.7,14.5,0,24,0,13,83,52,1028.2,1024,8,14.2,No,No
8,16.9,0,24,9,9,52,41,1023.1,1020.8,12,15.6,No,No
3.7,19,0,24,0,11,75,32,1024.2,1021.1,9.6,18.5,No,No
9.6,15.8,0,52,9,20,35,51,1017.9,1011.5,14.7,15.4,No,Yes
10.1,15.5,16.6,50,17,26,96,80,1007.4,1008,11.2,14,Yes,Yes
11.2,16.2,1.8,30,13,15,89,70,1018.4,1019.2,13,15.3,Yes,Yes
10.3,16.2,3,22,7,15,99,59,1028.2,1026.1,10.4,15.7,Yes,No
6.4,17.4,0,43,9,17,63,53,1024.8,1020,12.2,16.5,No,No
9.9,16.7,0,37,11,19,70,73,1019.1,1016.5,12,16.1,No,No
9.1,16.9,0,50,19,17,85,79,1016.9,1016.3,12.7,15.4,No,Yes
12.7,17.3,3.2,43,15,20,88,73,1018.8,1015.6,13.5,16.3,Yes,No
10.1,16.4,0,80,19,20,65,95,1007.2,1006.1,14.2,11.2,No,Yes
6.4,12.6,16,63,19,26,79,44,1017.4,1022.1,7.9,12.2,Yes,Yes
2.3,14.1,2.4,28,2,9,74,46,1032.9,1031.1,7.2,14,Yes,No
3,15,0,30,6,13,56,34,1033.3,1030.8,9.4,13.9,No,No
0.9,14.6,0,24,0,15,64,33,1034.7,1033,7,14.2,No,No
3,16.9,0,20,0,11,63,50,1036.6,1034.4,9.4,15.6,No,No
3.3,16.1,0,22,0,11,75,44,1034.8,1032.4,9.5,15,No,No
9.4,17.2,0,28,4,13,61,42,1033.5,1029.4,12.2,17,No,No
3.9,18.3,0,57,6,7,79,44,1030.2,1027.9,9.3,17.8,No,No
7.8,18.3,0,30,7,11,47,45,1027.4,1025.8,13.9,16.8,No,No
6.3,15.2,0.2,33,2,15,74,45,1030.8,1029.4,11.5,14.1,No,No
5.1,12.7,0.4,24,6,11,56,72,1034.3,1032.1,10.1,10.4,No,No
4.5,13.5,0,35,9,19,58,39,1035.5,1034.1,10,12.8,No,No
7.4,13.6,0,50,19,20,48,45,1037.6,1036,10.6,12.5,No,No
9.8,15.5,0,31,11,15,65,47,1035.6,1031.4,11.7,14.7,No,No
8.5,20.3,0,48,7,13,40,40,1026.8,1022.9,15,18.1,No,No
10.3,14,0,46,9,15,75,60,1021.6,1019.4,10.3,13,No,Yes
9.4,16.2,1.8,39,13,19,63,73,1021.4,1020.5,11.6,13.5,Yes,No
6.2,14.7,0,30,7,9,75,53,1024.9,1023,12.1,14.3,No,No
5.3,14.9,0,28,13,13,60,48,1026.9,1025.1,11.4,13.9,No,No
6.9,15.1,0,30,13,15,50,50,1027.8,1026.3,12,13.8,No,No
6.1,19.3,0,30,9,9,47,39,1027.4,1024,13.8,18.1,No,No
12.3,21.1,0,37,13,15,30,24,1026.7,1022.6,17.2,20.5,No,No
